title,company,link,description,location,date_added,job_type,salary,apply_text,status,date_posted
Looking for AI Engineer for Remote,Saksoft,https://www.dice.com/job-detail/6ad21936-b53a-4417-8a74-f4a90f7ea69f,"AI engineer Remote Contract Skills Mandatory Skills : Angular, HTML/HTML5,Kafka,Application Architecture, Microservices, MySQL, Python, Azure DevOps, Azure Functions, TypeScript, Azure Service Bus, Azure AKS, Azure Cloud Architecture, Azure App Service, Django, Azure Infra Services, Azure Monitor, BootStrap /CSS/CSS3 Job description This is for AI development across all WK divisions with a focus on building AI frameworks that emphasize security and governance. 6 years of overall experience of",Remote,2025-05-22 00:00:00,"Third Party, Contract",Depends on Experience,Easy Apply,Applied,Yesterday
AI Architect,Cynet Systems,https://www.dice.com/job-detail/a5e7c800-1c88-4bd1-b71d-0f472e98fe6d,"Job Description: Pay Range: $65hr - $70hr 12+ years of hands-on technical experience in software engineering, with at least 5+ years in a leadership role managing cross-functional teams, including GenAI, machine learning, and cloud infrastructure. Hands-on Experience in designing and developing large-scale systems, including GenAI, API architectures, data systems, ML pipelines, and cloud-native applications. Programming Languages: Proficiency in Python, JavaScript, Java, or other backend langua","Raritan, New Jersey",2025-05-21 00:00:00,Contract,$$65hr - $70hr,Easy Apply,Applied,Today
GenAI Engineer,Whiztek Corp,https://www.dice.com/job-detail/90bffef4-7467-465f-8dec-c2e5a5b34b12,"Job Description: Skill sets: Ability to develop prototypes, PoCs, MVPs using one or more of the following, AI/ML Knowledge: Strong foundation in AI, deep learning, and machine learning principles. Programming Skills: Expertise in Python and tools like Hugging Face, Langchain, and OpenAI API. Deep Learning Frameworks: Experience with TensorFlow, Keras, and PyTorch. Cloud Platforms: Familiar with Google Model Garden, Amazon Bedrock, and Nvidia Nim. Multi-Modal Data and AI Tools: Experience with",Remote,2025-05-22 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,6d ago
Data Scientist with Pyspark and Python,Devbytes inc,https://www.dice.com/job-detail/b06bf291-b0ed-401d-bfb0-ee62a53963fd,"Job Title : Data Scientist with Pyspark and Python Location: Remote Duration: Long term Job Type : Contract Responsibilities: Mandatory Skills : PySpark-Data Science, Statistics-Data Science RAG architectureStructured output and retrieshallucinations eliminationhardware optimizationcost management and optimizationLLM evaluatorImplement few shot learning few shot learningvector database and semantic search serviceshybrid search a plusLoRA finetuning a plus",Remote,2025-05-23 00:00:00,"Contract, Third Party",Depends on Experience,Easy Apply,Applied,Today
Senior GenAI Developer with Prompt Engg and LLM exp,Emergere Technologies,https://www.dice.com/job-detail/72b2a018-7a46-4d30-8185-522d14c73d48,"Job Title: Senior GenAI Developer with Prompt Engg and LLM exp Location: Irving TX Remote Job Description: We are seeking a Senior GenAI Developer with expertise in Prompt Engineering, RAG Architecture, AI-driven applications, and Language Models. The ideal candidate should have a strong backend development background with hands-on experience in Node.js/ JavaScript/TypeScript. Key Responsibilities: Design and implement RAG (Retrieval-Augmented Generation) architectures for AI applications.Develo",Remote,2025-05-18 00:00:00,"Contract, Third Party",Depends on Experience,Easy Apply,Applied,2d ago
Sr GenAI Engineer,"Innova Solutions, Inc",https://www.dice.com/job-detail/e32ade6d-3f37-410d-8129-ea22a91de8a7,"A client of Innova Solutions is looking for a Lead Consultant Sr GenAI Engineer Position Type: Contract Location: Canada-Remote As a Lead Consultant Sr GenAI Engineer, you will: Minimum Qualifications: Seeking Lead Consultant and Senior GenAI Engineer to architect and deliver enterprise-grade GenAI solutions at the intersection of AI, data engineering, and cloud platforms.You will work with top-tier FSI and capital markets clients to modernize decision-making, risk management, and compliance thr",Remote,2025-05-22 00:00:00,Contract,$65 - $75,Easy Apply,Applied,6d ago
GenAI Engineer Marketing Data Chatbot,XFORIA Inc,https://www.dice.com/job-detail/40c788af-5e37-48eb-85da-89e7e3b2e586,"Job Title: GenAI Engineer Marketing Data Chatbot Location: REMOTE Job Type: Long Term Contract Job Summary: We are seeking a GenAI Engineer to build and deploy a Marketing Data Chatbot that delivers real-time insights from marketing data. The ideal candidate should have strong experience in Generative AI (GenAI), LLMs, RAG (Retrieval-Augmented Generation), and chatbot development. This role requires working with marketing datasets, integrating with CRM tools, and deploying solutions on cloud pla",Remote,2025-05-22 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,Today
"Scrum Master Product Owner with GenAI ML exp - Bellevue, WA (or )",Smart Caliber Technology,https://www.dice.com/job-detail/1c3943f8-2999-455b-96e5-80e6f84cdd56,"Role: Senior Scrum Master Location: Bellevue US JOB DESCRIPTION: Define and deliver the next generation of enablement user experience, features, and integrations, focusing on delivery on data cloud platforms. This includes defining stakeholders needs, product vision and strategy, roadmap creation and communication, release planning, requirements gathering, functional specification all the way through adoption and success Translate product strategy into detailed requirements and write user stor",Washington,2025-05-22 00:00:00,"Contract, Third Party",Depends on Experience,Easy Apply,Applied,Today
Azure AL/ML Engineer (Onsite),SRI Tech Solutions,https://www.dice.com/job-detail/cc69d3c2-3fb1-42bb-a676-709b862df1c2,"Job Description: Must have skills: AI Plateform, experience on Azure cloud, Terraform, Databricks(including UC), Snowflake, AI Services, API Gateway Like Kong, Azure ML, Azure Open AI Responsibilities: Development and integration if AL/ML models and automated testing frameworks across both modern and legacy tech stacks. Oversee life cycle process (e.g., design, analysis, review) and testing results to ensure adherence to quality standards and deliver high-quality products.Adopt the design, devel","Dallas, Texas",2025-05-21 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,Today
"Technical Business Analyst (Oracle Cloud, AI-powered software & Records Management Systems",Digerati Systems Inc,https://www.dice.com/job-detail/c19809e4-8ae7-4075-b928-b6767495b699,I. DESCRIPTION OF SERVICES Texas Commission on Environmental Quality requires the services of 1 Business Analyst 3. TCEQ is seeking a Business Analyst to assist in developing a framework and implementing an application dedicated to records management document review and redaction. The Business Analyst will assist with other records management related projects as assigned. Evaluate potential applications: Review software solutions that align with the organizations needs and is compatible with an,"Austin, Texas",2025-05-23 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,Yesterday
AI/ML & Gen AI Senior Engineer,Intento Analytics LLC,https://www.dice.com/job-detail/7a557360-01cc-4893-8e72-435524252c25,"Need 13+ years candidate. Job Description:Job Responsibilities: Delivery: Own the AI delivery aspects as per the client s AI objectives. Innovation & Demonstration: Proactively identify value-driven use cases and apply them throughout the customer s journey. Solution Design & Delivery: Design and deliver industry-best, responsible AI solutions using AWS and/or Azure Gen AI and ML Services using data from Snowflake and other sources. Client Engagement: Regular collaboration and partnership with","Coppell, Texas",2025-05-23 00:00:00,Contract,$60 - $70,Easy Apply,Applied,3d ago
Looking for Power Apps AI Architect,4-Serv Solutions Inc.,https://www.dice.com/job-detail/3690985c-1d95-4382-9da6-838a4bf4eecc,"Power Apps AI architect . Duration is one year, remote in the US or Canada is fine as long as they can work PST Find a detailed job description below. Please send highly screened asap Power Apps AI architect JD Key Responsibilities: Architect end-to-end Power Platform solutions integrating Copilot, Power Automate, Power Apps, and external systems (e.g., Oracle, SAP, ServiceNow). Design and build approval management agents that check for pending approvals, notify users, and enable in-line action",Remote,2025-05-21 00:00:00,"Third Party, Contract",$80 - $90,Easy Apply,Applied,Today
"Prompt Engineer /AI engineer || Atlanta, Ga or Newyork || Hybrid",Saven Technologies,https://www.dice.com/job-detail/c7ce0f43-d654-4940-afdb-5ac44a1944f1,"Prompt Engineer/AI Engineer Location: Alpharetta, GA or NYC As a Prompt Engineer, you'll play a crucial role in shaping AI interactions. Your responsibility is to craft precise input queries that improve the efficiency and accuracy of our AI systems. You'll use your linguistic finesse and technical abilities to design prompts that get the ideal responses, always keeping the AI's capabilities and limitations top of mind. Collaborating with a multidisciplinary team, including our product managers","Hybrid in Alpharetta, Georgia",2025-05-18 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,Yesterday
Devops/MLops/Python/Kubernetes,"Infonex Technologies, Inc.",https://www.dice.com/job-detail/1bb293b5-307e-4455-8e62-6609f62e7d3c,"Position: MLOPS/Devops/KUBERNETES -Open Position-CA Type: contract Duration: 12+ months Location: Pleasanton, CA Job Description: We are really looking for someone that has experience building an analytics platform and some light work with showing people how to use it. The candidate would need to know enough to get users and how to do simple submits maybe and someone who is an operational visionary in this space of analytics / bigdata that can help develop or implement new tools to better run","Hybrid in Pleasanton, California",2025-05-22 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,Yesterday
AI/ML with VictorDB,Fixity Technologies,https://www.dice.com/job-detail/216870f1-7464-473c-9464-e09547b79e41,"6+ years of experience as data engineer and snowflake developer along with ML exposure Proficiency in programming languages (Python, Java, or Scala) Proficiency in Tableau Experience with big data technologies like Hadoop, Spark, and Kafka Knowledge of database management systems, both relational (e.g., SQL, PostgreSQL) and non-relational (e.g., MongoDB, Cassandra) Familiarity with data integration and ETL tools, such as Talend, Informatica Strong problem-solving and analytical skills Excellent","Sunnyvale, California",2025-05-20 00:00:00,"Full-time, Part-time, Contract, Third Party",,Easy Apply,Applied,Today
Data Scientist IV,OrangePeople,https://www.dice.com/job-detail/95965f1f-f084-48b5-82c6-4848f458930a,"OP is seeking an experienced Senior Data Scientist to join a premier social media organization. The successful candidate will be responsible for establishing metrics, quantifying the return on investment of various initiatives, and analyzing experimental outcomes to inform strategic decision-making. Additionally, the role involves collaborating with cross-functional teams to shape product strategies and advancing the Ads Aggregate Program to ensure compliance with user privacy preferences by pre",California,2025-05-23 00:00:00,Contract,,Easy Apply,Applied,Today
Cloud Data Platform Solution Architect - 100% Remote,Floga technologies,https://www.dice.com/job-detail/ce5be702-54d0-47d5-be7f-9a4f81d03793,"Role: Cloud Data Platform Solution Architect Location: 100% Remote Duration: Long Term Client Location: On Shore, US Mode of work Client or office environment / may work remotely., Occasional evening and weekend work. Work Time Zone: EST or CST About the job Job Summary: We re looking for a Solution Architect to join our product development team to drive a cloud-based data platform architecture that will power BI and advanced analytics.You will have a direct impact on the design, architecture,",Remote,2025-05-20 00:00:00,Contract,$60+,Easy Apply,Applied,Yesterday
Enterprise Data and AI/ML Architect (Strong E-commerce and Retails Experience needed),Anveta Inc,https://www.dice.com/job-detail/c70c273c-1807-4a06-9e37-f0da87d00495,"Position: Enterprise Data and AI/ML Architect Address: 350 Mission St, 5th Floor, San Francisco, CA 94105, United States (US) Position Type: 6+ Months Contract to Hire As an Enterprise Data and AI/ML Architect, you will be responsible to lead the architecture and design of Data Platform and leverage it for AI/ML solutions. Reporting to the Director, Architecture you will: Lead the Architecture and design of business and tech initiatives related to Data Platforms and its use in AI/ML across diff","Hybrid in San Francisco, California",2025-05-22 00:00:00,Contract,$80+,Easy Apply,Applied,2d ago
Senior GenAI Developer with Prompt Engg and LLM,"Lorven Technologies, Inc.",https://www.dice.com/job-detail/32da8d04-4939-426f-9ec2-ae338d05dfb1,"Our client is looking a Senior GenAI Developer with Prompt Engg and LLM exp for Long Term Contract project in Irving TX (Hybrid) below is the detailed requirements. Job Title: Senior GenAI Developer with Prompt Engg and LLM exp Location: Irving TX (Hybrid 3 days onsite 2 days remote per week) Duration: Long Term Contract Job Description: We are seeking a Senior GenAI Developer with expertise in Prompt Engineering, RAG Architecture, AI-driven applications, and Language Models. The ideal cand","Irving, Texas",2025-05-16,Third Party,,Easy Apply,Applied,Today
"Data Engineer (EHR- HL7- FHIR)- Fully Remote- Contract 2 Perm - ONLY Citizen or Perm Residence in Seattle, WA",Elite Technical,https://www.dice.com/job-detail/c411a384-7edb-4b2f-b1bf-0ca80b07d7fd,"Data Engineer (EHR- HL7- FHIR) Elite Technical is seeking a Data Engineer! The selected candidate will build and maintain a dbt-driven clinical data mart that ingests raw EHR feeds and delivers clean, conformed models-enabling seamless joins with HR systems, public datasets, and more. Key Responsibilities: ** dbt Pipelines: Develop staging, intermediate, and semantic layers following dbt best practices (testing, docs, CI/CD). ** EHR Transformation: Normalize HL7/FHIR or proprietary schemas into",Remote,2025-05-18 00:00:00,Contract,$60 - $65,Easy Apply,Applied,2d ago
Software Engineer( Gen AI Architect),Octigo Solutions Inc,https://www.dice.com/job-detail/ae122b1f-b973-4063-bebb-7612a6d3d301,"The Gen AI Architect plays a crucial role in shaping and leading the architecture, development, and deployment of next-generation AI applications within the organization. This role is pivotal in driving the company's objectives by leveraging advanced machine learning models, robust data engineering pipelines, and cloud-native infrastructure to deliver scalable, high-quality solutions. The architect will be at the forefront of technology innovation, ensuring alignment with strategic goals. DETAI","Raritan, New Jersey",2025-05-22 00:00:00,Contract,$60 - $65,Easy Apply,Applied,2d ago
GEN AI/ML-Engineer,"EVEREST CONSULTING GROUP, INC",https://www.dice.com/job-detail/9cae8e7f-c91f-4587-9a0e-d85c3ab35559,"GEN AI/ML-Engineer Location/ Work Mode: working from office -3 days in a week Tuesday / Wednesday / Thursday Job Type: Contract Duration : 3 months subject to extension Compensation: USD exceptions case to case basis Interview Process-- Recruitment Prescreening- 20 minutes intro videocall, Technical 30 -45 minutes video call, Customer call 45- 60 minutes video call. Project Starting :- June 1st week Tentative 13+ years hands-on data solution architecture and implementation experience on AI .","Hybrid in Coppell, Texas",2025-05-21 00:00:00,"Third Party, Contract",Depends on Experience,Easy Apply,Applied,2d ago
Senior AI/ML Data Scientist,Omm IT Solutions,https://www.dice.com/job-detail/cfc5916d-40be-4c60-8ed4-728dfd33fc27,"Please Note: This is 100% On-Site Position. Must be on-site five days a week in Woodlawn, MD Selected candidate must be willing to work on-site in Woodlawn, MD Position Description: Hands on experience in Python, NLP, ML and Generative AI Understand real world challenges and develop automated data solutions Develop, test, and deploy new techniques for NLP understanding Scalable development/deployment of ML and Generative AI approaches (such as Large Language Models (LLMs) Train and optimize N","Milford Mill, Maryland",2025-05-16 00:00:00,Contract,Salary Range: $182543 - $192543 with benefits.,Easy Apply,Applied,Today
Sr Azure Data Engineer,Blue Signal,https://www.dice.com/job-detail/b8c78d94-83e7-4e1e-aadd-9bd06aadce85,"Sr Azure Data Engineer Join a dynamic consulting team as a Sr Azure Data Engineer, where your expertise will directly influence enterprise-scale digital transformations. This fully remote contract role offers the chance to lead cutting-edge Azure-based data architecture and modernization projects for high-profile clients. It s ideal for a seasoned engineer seeking a fast-paced challenge with the potential for long-term collaboration. This contract is a unique chance to work on some of the most",Remote,2025-05-20 00:00:00,Contract,$60 - $80,Easy Apply,Applied,Today
AI/ML Product Manager (Local to NJ/NY),"Innova Solutions, Inc",https://www.dice.com/job-detail/07caaec5-b6fe-43b5-ae3d-d0953dc69bcb,"A client of Innova Solutions is immediately hiring for a AI/ML Product Manager Position Type: AI/ML Product Manager (Local to NJ/NY) Duration: 12+ Months Location: Basking Ridge, NJ (Hybrid) As a(n) AI/ML Product Manager you will: Job Description: We Looking for a dynamic and analytical Decision Scientist cum Consultant with a strong Product and Process management background and a knack for translating business problems with actionable business insights and data products. This role requires","Hybrid in Bernards, New Jersey",2025-05-16,"Third Party, Contract",$80 - $85,Easy Apply,Applied,2d ago
Python Developer with MongoDB,"AQUA Information Systems, Inc.",https://www.dice.com/job-detail/99f745ea-864c-4f00-a439-4c4b72386d73,"Python Developer with MongoDBLocal to Charlotte NC,Dallas TX,Chicago IL 10+yrs of experience needed EAD, USC Only W2 Share resumes to or Responsibilities: Participate effectively in the entire software development life cycle. Leading for solution design and implementation. Design, develop, test and refine deliverables that meet the objectives. Collaborate with US partners for requirement understanding solution implementation and deployments. Collaborate with the Product Team, Scrum Master, De","Hybrid in Dallas, Texas",2025-05-16,Contract,$50 - $60,Easy Apply,Applied,23d ago
Azure MLOps Architect,Stellar IT Solutions,https://www.dice.com/job-detail/6466797b-f049-4126-a9a6-0d7b42b872cd,"Job Title: Azure MLOps Architect Interview: Virtual Job Duration: 6+ Months Job Location: San Antonio, TX Job Description: We are seeking a skilled Azure MLOps Architect to lead the design, development, and implementation of MLOps solutions within our Azure ecosystem. The ideal candidate will have extensive experience with AI services, Azure Machine Learning Studio, and end-to-end deployment pipelines, ensuring scalable and robust machine learning operations. Key Responsibilities: Design and","San Antonio, Texas",2025-05-16,"Full-time, Part-time, Contract, Third Party",,Easy Apply,Applied,Today
Data Scientist,"Alltech Consulting Services, Inc.",https://www.dice.com/job-detail/ec2dc565-7c00-4728-ba4a-5b05a1097976,Job Title: Data Scientist Location: Bellevue WA-Onsite role Need Passport Number Job Description We are seeking a highly skilled and motivated Data Scientist to join our team As a Data Scientist you will be responsible for analyzing complex datasets building predictive models and deriving actionable insights to drive business decisions You will work on a variety of projects spanning machine learning deep learning natural language processing NLP and OpenAl implementation The ideal candidate must,"Bellevue, Washington",2025-05-21 00:00:00,"Contract, Third Party",$40 - $50,Easy Apply,Applied,Yesterday
Gen AI Developer,SPIN Analytics and Strategy,https://www.dice.com/job-detail/4c287b07-36ca-46f8-b739-9689b20a92a3,"Job Title: Generative AI Application Developer/GEN AI Developer (8+ Years Experience) Location: [Dallas, TX] Rate: [$70/Hour on Corp - Corp] Job Type: [Third Party, Corp-Corp, W2, Full-Time/Contract] Industry & Department: [Technology, AI Solutions] Job Overview: As a Senior Application Developer, you will be responsible for developing and implementing best practices for AI-driven applications deployment, focusing on automation and artifact generation. You will work with advanced Generati","Dallas, Texas",2025-05-16,"Full-time, Contract, Third Party",$$65/Hr,Easy Apply,Applied,Today
AI Engineer (Generative AI & FrontEnd)-- Remote /C2C/,Intellisoft Technologies,https://www.dice.com/job-detail/f2c9dad0-a7ea-46ad-9ba9-aefa008279a1,"Hi, Position: AI Engineers Location: Remote Duration: 12 months, can be extended This role will focus on React.JS. Candidates must have experience in Generative AV product development for this role. Resources will be 50% doing UI development, React.js",Remote,2025-05-20 00:00:00,"Third Party, Contract",Depends on Experience,Easy Apply,Applied,Today
Python developer,Techgene Solutions LLC,https://www.dice.com/job-detail/65038751-86f7-412d-9c6c-31454ec903c9,"Role : Python developer Location : Westlake TX or Ashburn VA Candidate can work from these locations, and he can go onsite from two locations. Duration : 1+ year Visa : Any visa is fine MUST have Network Automation skills SIP/Call Flow, 5G, Robot Framework and Python (of course). As a(n) Core Developer Python you will: Python Development: 4-6 years of experience in Python development. Proficiency in writing, testing, and debugging Python code Implement advanced codeless automation solutions","Westlake, Texas",2025-05-20 00:00:00,"Third Party, Contract",,Easy Apply,Applied,Today
Lead Data Engineer,"York Solutions, LLC",https://www.dice.com/job-detail/a692c9a5-e436-4bda-8ca7-13e211fe1b10,"At this time, we are unable to consider candidates requiring visa sponsorship or third-party recruitment agencies for this role. We thank you for your understanding. Overview: As a Lead Data Engineer, you will be part of the Data Sciences team driving scalable data infrastructure and workflows that power personalization and recommendation systems across the website and the app. You will play a key role in designing, implementing, and optimizing distributed data pipelines and engineering solutio",Remote or Hybrid,2025-05-16,Contract,$60-$72 per hour,Easy Apply,Applied,Today
AI Engineer,Digital Prospectors,https://www.dice.com/job-detail/d29df35d-6500-412d-8a4e-b3e63328dabf,"Position: AI Engineer Location: Boston, MA (Hybrid 3 days onsite, local candidates only) Length: 12+ months *W2 Candidates, No C2C Job Description: Our client is seeking a highly skilled and innovative AI Engineer to play a central role in designing, developing, and deploying cutting-edge artificial intelligence solutions. This position offers a unique opportunity to drive operational excellence by transforming manual workflows into intelligent, automated systems. As part of a collaborative IT t","Boston, Massachusetts",2025-05-16,Contract,Depends on Experience,Easy Apply,Applied,7d ago
"Sr. Data Engineer at New York, NY",Business Integra,https://www.dice.com/job-detail/2f151edb-37ae-4a96-8203-0f8561e0ec23,"Sr. Data Engineer New York, NY 5 Day's Onsite Experience: 10+ Years ""Job Description : Proficiency in data engineering programming languages (preferably Python, alternatively Scala or Java) Proficiency in atleast one cluster computing frameworks (preferably Spark, alternatively Flink or Storm). Proficiency in atleast one cloud data lakehouse platforms (preferably AWS data lake services or Databricks, alternatively Hadoop), atleast one relational data stores (Postgres, Oracle or similar) and atl","New York, New York",2025-05-19 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,Today
"AI/MLOps Engineer/Architect in San Antonio, TX (Onsite)",Work For Pro Inc,https://www.dice.com/job-detail/2e844829-d673-4c41-bbfc-be7e0e990e68,"Job Role: AI/MLOps Engineer/Architect Location: San Antonio, TX | Onsite Duration: 12+ Months Contract Job Description: AI/MLOps Engineer/Architect","San Antonio, Texas",2025-05-16,"Contract, Third Party",Depends on Experience,Easy Apply,Applied,Yesterday
"Backend Software Engineer, ML",Bayside Solutions,https://www.dice.com/job-detail/70bc4f65-5794-4dea-95a3-e17683e0209f,"Backend Software Engineer, ML W2 Contract Salary Range: $135,200 - $156,000 per year Location: Remote Role - PST Job Summary: As a Backend Software Engineer, you will work with the engineering team, EPM, and customers to support customer migration to next-generation services that generate, manage, and consume datasets, features, and embeddings used for ML training. You will utilize tooling to migrate data and work with customers to change their Python clients to start using the new SDK. Thi",Remote or Hybrid,2025-05-16,Contract,$65 - $75 per hour,Easy Apply,Applied,Today
Product Development with AI/ML,MSRCosmos,https://www.dice.com/job-detail/fcc11d7d-0855-4f8e-82e7-afe0c99cdca6,"Position: Product Development with AI/ML Location: San Jose CA -Onsite (Can consider remote) Type: Contract Qualifications Experience working on large feed products, especially in improving feed quality 5+ Experience in Product management. Prior experience with AI/ML is a must Experience dealing with trade offs between quality, diversity and other topline metrics Ability to deep dive into technical details of ML systems with engineers, and metrics with the Data Science team Experience dealing","San Jose, California",2025-05-16,"Full-time, Third Party, Contract",,Easy Apply,Applied,27d ago
Senior Data Scientist Bilingual (English & Spanish) with LLM Expertise,VBEST Software Inc,https://www.dice.com/job-detail/0c4a3af2-b738-42df-ab7f-4c55ebeaf14d,"Need a Senior Data Scientist with English & Spanish Bilingual with LLM Experience as well Denver, CO Required Skills/Abilities and Knowledge Fluent in both English & Spanish (written & spoken)Extensive expertise in LLMs (GPT, BERT, LLaMA) and multilingual NLP techniquesStrong experience in Python, TensorFlow, PyTorch, and cloud platforms (AWS, Azure, Google Cloud Platform)","Denver, Colorado",2025-05-19 00:00:00,"Contract, Third Party",Depends on Experience,Easy Apply,Applied,Today
AI/ ML Engineer,Resource 1,https://www.dice.com/job-detail/a9441770-a21b-45c8-8110-88fc71df54f4,"Resource 1 is in need of an Artificial Intelligence (AI)/ Machine Learning (ML) Engineer for a long-term, remote contract position. Responsibilities: Architect, build, maintain and improve new and existing suite of algorithms and their underlying systemsImplement end-to-end solutions for batch and real-time algorithms along with requisite tooling around monitoring, logging, automated testing, performance testing and A/B testingEstablish scalable and efficient automated processes for data analyse",Remote,2025-05-16,Contract,$90 - $120,Easy Apply,Applied,Today
AI/ML Engineer,Global Bridge InfoTech Inc.,https://www.dice.com/job-detail/58b9cc16-2884-4025-b756-4da8a6fcc758,"Role: AI/ML Engineer Pay: DOE Location: TX, USA ||Relocation also acceptable. Job Details We are looking for an AI/ML Engineer who can build, train, and deploy machine learning models for real-world use cases. The ideal candidate has hands-on experience in machine learning algorithms, model tuning, and production deployment. Key Responsibilities: Develop and implement machine learning models. Collaborate with data scientists and software engineers. Deploy models using APIs or containerized envir","Hybrid in Dallas, Texas",2025-05-16,Contract,Depends on Experience,Easy Apply,Applied,10d ago
Remote GenAI Consultant - EST/CST,Irvine Technology Corporation (ITC),https://www.dice.com/job-detail/d0da11af-19cf-43be-b61e-930669aeaeee,"REMOTE GenAI Engineer No 3rd Parties We re looking for a passionate and experienced GenAI Engineer to join our client s dynamic Data & AI practice. In this role, you ll play a key part in shaping intelligent, scalable solutions powered by cutting-edge AI/ML technologies. You ll collaborate across teams to architect, implement, and operationalize high-performing AI systems that create meaningful value for our clients. This opportunity is ideal for someone with hands-on experience working with La","Remote or Atlanta, Georgia",2025-05-16,Contract,USD80 - USD100,Easy Apply,Applied,Today
Data Scientist,Delta System & Software Inc.,https://www.dice.com/job-detail/e84b3e9e-ed18-4e2e-93bc-db12d2327eae,"Job Title: Data Scientist Location: Dallas TX Duration:12 Months (Possibility of extension or chance to get convert into full time) For this position, we are only considering candidates who do not need any visa sponsorship nor coming from Third Party companies. Job Requirements: - Technical Skills - Programming languages: Python, PySpark, SQL - Data Processing and Machine Learning: PySpark, Databricks, MLlib - Cloud Platforms: Azure, AWS, Google Cloud Platform MLOps - Familiarity with MLO",Texas,2025-05-21 00:00:00,Contract,,Easy Apply,Applied,Today
Senior Data Scientist/Computer Vision Model Expert Enterprise DS & AI,ITECS,https://www.dice.com/job-detail/b430791e-71b0-4872-845d-18d5979b2a32,"Job Title: Senior Data Scientist/Computer Vision Model Expert - Enterprise DS & AI Job Level: Senior Over 15 Yes exp required Location: 100% Remote (work PST time zone) Key points Ability to synthesize complex information into clear insights and translate those insights into decisions and actions. Demonstrated ability to explain in breadth and depth technical concepts including but not limited to statistical inference, machine learning algorithms, software engineering, model deployment pipeli",No location provided,2025-05-16,Third Party,,Easy Apply,Applied,Today
Sr. AI/ML Engineer,INSPYR Solutions,https://www.dice.com/job-detail/72309765-81ea-42ba-952d-e53092547eef,"Title: Sr. AI/ML Engineer Location: Remote Duration: Direct Hire Pay: $130-140K Work Requirements: , Holders or Authorized to Work in the U.S.Responsibilities:Work side-by-side with AI/ML Engineers to understand data requirements for agentic AI workflows, iterating on data schemas and storage strategies.Be able to perform data audits to find inconsistencies, gaps and quality issues of how data is ingested, transformed and used.Develop and maintain ETL/ELT pipelines to collect, ingest, and integr","Charlotte, North Carolina",2025-05-16,Contract,BASED ON EXPERIENCE,Easy Apply,Applied,Today
Senior GenAI Developer,GLOBAL VISSE INC,https://www.dice.com/job-detail/8542287b-4a2b-4c54-9712-762cd64924ca,"Senior GenAI Developer Location: NJ or remote is also ok. Duration: 6 Months+ JD: ~8-10 years in Python development, good communication Must have: Python scripting(core dev exposure), Azure cloud, Azure blob tech stack Nice to have: Open AI Azure (Gen AI), Cosmos db.",Remote,2025-05-16 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,Today
Generative AI Solution Architect,TekShapers,https://www.dice.com/job-detail/cc2bb106-33d6-4a73-a7aa-74acf7ff5bd3,"Job Title: Generative AI Solution Architect 6-12 Months Location: Raritan, NJ (Only onsite) Primarily we need candidate with below must have skills Agenitc AI, LangGraph, Langchain, Google Cloud Platform/AWS, Llama Job Description: We are seeking a highly skilled and innovative Generative AI Solution Architect to join our dynamic team. The ideal candidate will have overall 15+ years of hands-on experience in IT Industry and 2+ years of the field of Generative AI, with a proven track record of","Raritan, New Jersey",2025-05-20 00:00:00,"Full-time, Part-time, Third Party, Contract",,Easy Apply,Applied,Today
ServiceNow Data Architect with Cortex and Machine Learning,"Amzur Technologies, Inc.",https://www.dice.com/job-detail/0cff5889-5759-4a7c-9fe4-33d06e34c516,"Snowflake & Data Architect Location: Remote Duration: 6-12 Months Position Overview We are seeking a highly skilled Snowflake Architect / Data Modeler to design and implement scalable, high-performance cloud data solutions using Snowflake. This role blends strategic architecture planning with hands-on data modeling to support enterprise-level analytics, reporting, AI, and business intelligence initiatives. The ideal candidate will bring deep experience in cloud data warehousing, requirements gat",Remote,2025-05-22 00:00:00,"Third Party, Contract",Depends on Experience,Easy Apply,Applied,Today
Teradata ML Data Scientist with Clear Scape Analytics,Resource Informatics Group,https://www.dice.com/job-detail/8e87d5be-ba23-4209-8748-3b7bccb7ae90,Job Description Role Overview: The Financial Forecasting Analytics Resource will utilize Teradata Clearscape capabilities to develop machine learning models that provide accurate forecasts to support key financial decisions. You will partner closely with business stakeholders to understand requirements and translate them into analytical solutions. An initial focus will be developing a machine learning model to forecast annual product renewal units at the individual product level. Primary Respons,"Scottsdale, Arizona",2025-05-16 00:00:00,Contract,BASED ON EXPERIENCE,Easy Apply,Applied,Today
